0.18  0.0  2    2   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  1    2   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  0    2   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0 -1    2   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0 -2    2   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  2    1   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  1    1   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  0    1   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0 -1    1   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0 -2    1   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  2    0   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  1    0   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  0    0   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0 -1    0   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0 -2    0   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  2   -1   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  1   -1   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  0   -1   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0 -1   -1   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0 -2   -1   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  2   -2   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  1   -2   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0  0   -2   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0 -1   -2   1   1   0.001   0.001   0.0001   -0.0001  2
0.18  0.0 -2   -2   1   1   0.001   0.001   0.0001   -0.0001  2
